"","Control.A01","Control.A02","Control.A03","Control.A04","Control.A05","Control.A06","Control.A07","Control.A08","Control.A09","Control.A10","Control.A11","Control.A12","Control.A13","Control.A14","Control.A15","Control.A16","Control.A17","Control.A18","Control.A19","Control.A20","Control.A21","Control.A22","Control.A23","Control.A24","Control.A25","Control.A26","Control.A27","Control.A28","PsO.A01","PsO.A02","PsO.A03","PsO.A04","PsO.A05","PsO.A06","PsO.A07","PsO.A08","PsO.A09","PsO.A10","PsO.A11","PsO.A12","PsO.A13","PsO.A14","PsO.A15","PsO.A16","PsO.A17","PsO.A18","PsO.A19","PsO.A20","PsO.A21","PsO.A22","PsO.A23","PsO.A24","PsO.A25","PsO.A26","PsO.A27","PsO.A28"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas",0,0,0,2076.96873731278,0,0,0,1054.75336877046,0,2760.0259594141,0,0,0,0,0,0,0,3479.6435444935,0,0,9270.239576267,0,0,0,0,1287.02229901662,0,0,2398.3675991323,0,0,0,4390.96719252206,35632.5302682718,8090.45682362887,14.00759735539,716.219694125778,5388.13318575889,2.98502397191342,0,68.2512141273289,9831.88829561378,0,11176.9663907889,64415.2020299224,14381.8273672729,84.9009519216016,7480.00523431518,0,5515.38138634117,15.3236242901491,0,5593.0466385639,7029.00876146399,0,105.729613769173
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574",0,1.50562746026294,0,2.84233618053307,4.80006785238771,174.795829763147,0,3.0180212127702,21.5739586351147,18566.3215688237,1.79668762669143,0,0,0,0,0,0,0,0,0,5571.44479077204,69197.4866035054,8.72676344970546,0,0,0,0,0,0,0,0,0,0,0,0,0,14160.807386687,0,0,0,0,0,0,0,0,0,0,0,8440.09950875458,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella",5.41407811391663,15.5976238018251,21.1305110075965,0,0,0,19.8130524995863,0,24351.1669690198,16147.5579330042,0,0,0,0,0,0,0,5209.15099315766,0,7.73211758181227,114.093538985692,0,0,0,0,35846.5695975069,0,7.0015025106385,97.682099822974,0,11031.4349100956,24732.9591493793,42799.1320843138,0,43.9150618005649,9014.37611897103,44.9341138984279,29472.874900589,23083.7511974921,2228.78698025217,0,0,2.11172534405012,0,0,5924.12329902039,0,2922.50768843653,0,72.2825479989998,46442.6119034301,20553.4619916747,17303.284763805,2.4770235571712,5.19535216867854,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",0,2.40223707143076,0,2395.41566124288,4323.81112015862,9392.50704530322,4008.80422409872,2870.70123700356,105.604810641703,973.306032347446,134037.388670248,5454.16888939962,4085.7752275709,395.50477321502,691.635147427847,2082.62189719823,4177.33278001215,26.2242721047177,0,2261.45329471704,726.223289967946,48.2652133301444,6585.68729697053,7.17711604154446,21.9088121007846,2550.25479427417,9421.9746437299,7071.04552433967,0,0,1588.48069225419,1523.10055601939,663.434023917163,78.1273993622478,523.026905999313,8736.68057661686,0,951.940170753153,10570.7116177748,1317.29496129586,166.03069834298,0,0,1159.45521637478,0,1.1722786729399,0,1646.14110678046,0,15351.349792698,36.1102853057369,0,0,0,7.27349303614995,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB1354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2677961423001,0,0,0,0,2.02317640896166,5.44301660703372,8.00506087492549,21.5406484674656,120114.447922808,0,0,0,0,0,0,0,0,0,7.82794739604786,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB1385",0,0,0,4.33719446807268,0.664295104571514,0,0,15.090106063851,62462.2349552829,1.93495930974068,9.86181875095075,8.34013844817594,0,0,0,0,0,0,0,0,0,10.0727401732475,5.75173045548769,0,0,0,0,0,0,0,0,0,32154.0503751016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",0,9841.66077272726,3847.77667562591,10516.9807374456,8.12154337524528,217565.752986607,2491.50788106588,744.865653348777,73.4420586607449,55.5118326416714,19.0648520387813,5457.31404479941,890.348981429178,76.5768598811231,54.9274351527837,69470.8850172604,1207.21686608528,46.1221473561476,29.7553278973563,0,11.9008725374061,107.882244950774,2046.91084914758,146982.606995388,34.2727924591319,1990.37301884984,26980.3616898378,5471.16286637501,104.242691285044,1094.75552584531,938.415264502719,957.720046503643,1144.1371605759,0,0,0,7.1631369854816,274.353230614029,1228.79868632894,8054.26951260856,249.694130259893,0,0,11141.1086187813,682.369906742779,0,0,137.223572323493,0,1858.73738732858,304.089671912099,4658.93374026129,0,0,0,43.5619805723306
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_congonensis",0,0,0,24.4651454946624,91.6084378078459,45.584954685706,41.697770110364,51.0586126070899,57.1530592713276,23.004516238028,97.0810214288937,134307.727512248,0,0,0,0,0,0,0,0,0,26.7407268885024,141.523421399011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18925450730196,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis",0,0,0,5.49518328236393,9.70728007648051,59.5092322173433,24.1547336368705,7.97298141284069,135337.443987218,0,6.62778102290617,37.6323320222573,0,0,0,0,0,0,0,0,0,17.0477130313098,10.1371494617791,0,0,0,0,0,0,0,0,0,12601.550552672,0,0,0,35.5712734292157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii",0,0,0,0,9107.65731467018,0,230.902503935668,1196.37514030702,0,7282.56335497521,0,0,0,0,0,0,0,0,0,0,0,0,4206.32202003947,0,0,5423.40597870016,13181.1918181836,0,18.3853700853215,0,934.664201946143,60202.220386781,110566.184036288,172.352768393437,42.2870118445497,7259.44747986372,0,546.570206106102,2149.19916872329,539.166577612706,1304.40829326376,0,4.96983637004899,4570.25727403214,0,0,0,1451.35541742704,900.529490949964,0,0,0,0,6789.32554675929,1299.90597567097,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_AF39_11AC",0,0,0,3193.37522599994,0,0,0,0,24.1786885490656,0,3.65326484093924,48616.810727302,0,0,1039.53697414297,65.6313200564565,0,0,0,0,0,0,0,55698.6163348401,9384.60341717461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_C",0,0,7.36953975284891,0,0,0,0,0,0,0,0,0,23.403154013336,36.4949941886988,28.1058359252458,55.0713144024289,54.7065546261899,18.7286401894361,32.1463810319652,0,0,0,0,109.036955246541,20.4589642411739,0,0,6258.81223167995,24.72989416391,37.5337659840078,44.3631253199405,14.2709592131288,6.34987375841538,168.612224171209,227.7155587829,259.546568389364,137.378062868541,121666.863872742,376604.880047445,77.2615026694209,0,72.2401910878846,11.7965346805558,44.143703283569,18.5841641268309,95.7360916234254,66.5506668105042,176.365811903841,0,0,0,0,0,184.404602659047,0,58.5154876435032
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84353742691628,1076.77532610369,153475.19456502,13.2734244402887,14.767122784789,35.4584665754564,0,0,0,0,0,0,0,0,24.176089152568,0,0,0,0,0,26.7661106681377,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri_clade_G",0,0,0,0,0,0,15455.5694060816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.553793841677,24.2938883046938,15.9158787342402,15.7175394222116,23410.4110082263,53.4228835700626,0,0,0,0,0,0,0,0,8.21671003878129,0,0,0,0,0,9.7833520351582,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marseillensis",0,0,0,0,0,0,0,0,0,0,0,0,33.4466899783426,22.1095518615882,25.4110441661211,27.9928641499223,37.3723862662131,29.5440645128786,31.8237786249148,0,0,0,0,31.4688934129257,13.2097249431202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131329.132039411,0,0,0,0,0,0,0,0,3820.30895450961,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea",134.931264345821,197.490954731568,328278.96456786,0,0,0,0,0,0,0,0,0,39.1831308236309,56.2702328494498,42.9903497822861,68.6695339736767,123.801074375387,163470.3364334,46.2460038812865,127.594639943214,142.522400916954,0,0,53.6259388334886,28.9365468647312,42.7932531386417,28.4480503623273,21876.8436101722,214.279916945269,228.269833275437,353067.023818116,2244.63399071828,244.440651121167,80.3535532111043,135.825882044694,173.06488036913,80.3173784828803,38250.5397932997,119.599960474664,69.2398165999182,35.6850561698379,40.5441868484242,722.483135597562,38370.6918594446,26.414163056731,54212.6524453981,42.9670690545037,79.5937351558869,70.9534744456999,31.129770596754,59.5509748014138,57.6590368371261,68.9906556990405,106.779317658776,84.2512943354036,273.484832852559
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_SGB2313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09036106882765,14.7370236278256,6.09025971973477,0,70872.5658487679,72.5994012078094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84918768596388,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647|s__GGB51647_SGB4348",0,4.22929061871612,6.77930201520655,36.171359690043,0,0,0,5.74324932280897,0,0,0,0,0,0,0,0,2680.6211766833,0,0,53.6250284000973,0.990239015971763,0,0,0,0,0,0,23921.6953532582,381.849994079754,18.1197490957279,3391.90355569716,19.1472430821917,39639.077107382,848.512926200183,3260.01146062595,120459.064288843,19.0640968589983,103.494301539462,6407.88764181623,0,65.6588831456381,80.626282922299,12.6339430066447,68279.3988706042,48.7683266683287,73.3325436516851,56.645555752984,22.3702188143743,0,0,0,0,0,30.8469624277939,120.272402704908,45657.358504164
"k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783|f__FGB76783|g__GGB80011|s__GGB80011_SGB15267",0,0,0,0,0,0,0,1218.33462301188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.914662195232,55.4062162553607,0,0,0,0,0,0,2785.98619167711,421.746974712988,746.40904945481,0,0,0,0,0,0,0,0,0,0,0,0,0,428.732006186394,73.1646492518975
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|f__Clostridiales_unclassified_g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus",0,526.276007430559,305.709420228021,423.381764846959,173.70245540828,2162.11526709553,1136.50666440341,1530.13675487449,1769.46098002284,196.183374459818,277.069195231671,0,2109.84769654266,0,689.319310759849,618.46826410055,323.638407633653,0,0,232.551521186825,385.130959830036,0,1169.14389216471,0,0,2121.36904824438,0,40.61264799008,0,0,387.574871418186,548.55956699494,68.9639540078054,6.73903716150422,0,1032.01481037479,0,185.605311518366,24.549560787191,323.052917622574,54.9250126745745,0,0,1122.51901513385,26.0033297795449,0,0,356.34336448407,0,75.3349107626592,0,0,0,0,0,243.516949617658
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium",0,2598.47615613918,1000.38550956236,575.015136492878,13.1144710967021,821.452119164689,738.702885073562,2832.52552091665,83.7288543354059,2482.8322885198,420.963910933802,1385.7147855414,4076.68458875627,0,1075.1587527089,4818.78425604627,1188.75264716865,138.80490521669,0,2094.19847751959,0,0,3030.08212325152,1530.32676581208,713.002958515241,1026.5513274244,925.972993890247,627.185154674892,0,719.098731481045,1214.50604206069,780.697521091885,984.957817474078,48.6876505039013,24.2093142810047,1547.37258785875,0,36.5652211651447,177.979792943541,115.482477471169,645.713192884756,676.381092628355,0,394.543335007175,0,152.708835128305,143.747643465146,109.909783458313,0,75.4864465026991,6.50915014094829,687.145304219837,0,33.8229547590715,0,2570.35975074269
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB6179",0,0,0,0,0,41.2511737824875,0,0,0,199.62330212158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762376918900489,9.24144462262341,0,717.201530818916,0,184.942246302138,0,2181.54182932644,0,0,0,51.4415679179275,1386.42635390629,0,0,0,0,0,0,0,55.6785604832068,0,24.3170720573966,1488.51292573059,0,542.798849356492,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_fessum",0,0,3436.09428558805,1967.738810612,0,0,4802.58254654321,1812.86227938124,2.5481053506041,3539.38457028187,2429.28137685363,3232.45302154923,2493.27445191262,0,0,2276.41864900538,1207.62045556979,606.728601187095,0,3113.60321148065,3377.3091878733,0,2316.71328580097,0,0,1506.16026117919,2744.31640967244,1726.91272739223,1.80710902548032,0,2705.39624087371,1687.97710830774,8795.57776705136,4860.66306189259,1835.15059652385,0,0,2813.92502345992,1794.16222660934,1715.29973203843,4647.88742948531,870.390760046564,0,8369.31182950235,4721.90018800697,1730.10096679906,1249.97560220661,1934.85462709917,4633.7638861927,5293.25163940564,14.1225311093789,4389.56576164611,3245.30283115074,7020.66885481106,2877.56125089302,3420.2748900973
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF20_17LB",0,4102.29348001731,989.238448288597,1565.93774639502,0,9572.67997359443,48.1331553493842,782.861189064772,0,4217.82430337272,670.324190322721,1777.51352213404,4033.44211607202,5129.22625032742,0,2233.73616805181,1219.38508904344,559.687769139381,0,1543.07195208745,0,0,1155.08410660685,9079.30943261677,0,0,0,6.37215397035639,0,10186.2421212999,0,356.460824483419,0,0,608.066086818703,0,0,453.902362563353,0,257.33966270027,355.432880692766,281.652884324406,0,0,339.420786945826,1022.7740661843,0,150.270985516942,9.28967809117661,139.023217505114,0,201.931974662196,0,312.603936977678,0,436.167627556307
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4",0,0,1089.81495878286,0,0,291.807914150047,0,0,0,1630.91270353676,284.495504088662,0,477.43958822646,0,0,466.439579349549,678.99894875029,0,0,5682.66542733268,0,0,1111.67066217271,0,0,0,300.214067283542,820.316487973966,0,0,1863.52368697513,0,0,0,0,0,0,0,2.18901757940318,514.058451865749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4833.26971498676
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae",26944.6595798701,1320.48603413802,12.7322711977138,45.8774113880115,5488.21329410078,6156.81794223816,83.1971893058267,0,2934.15274864785,0,0,379.797073947705,0,4414.01545937822,1580.26378305983,787.634835122473,572.269709569944,0,714.81102757501,0,404.431618468613,2078.78173884954,0,525.493714272569,2021.1684634007,40.1769831600234,6988.7704327999,1288.02078911299,309.192425761801,3396.95652396691,0,2428.21042059626,66.3296410553978,251.146499519969,0,1064.25258515792,4888.49317622838,30.8201467109501,0,59.2810051018668,0,0,0,418.232830498928,0,0,304.430556176029,43.4989017712405,0,36.9963685325818,337.507183796432,193.826283976397,47.0745640278918,82.9357383818329,28.3723954545056,72.555958326341
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae",0,1020.74774940837,27.0497523193814,80.3433693697347,1286.56818656029,1389.77933150065,0,8.87388326739895,441.501720414671,0,0,315.110146471608,39.3546523106994,625.994479102564,327.059296703141,430.452967902863,0,0,0,0,54.8052284476009,0,29.2214351876501,167.300415214566,0,0,267.495127565697,283.954194518535,0,178.679874155328,0,34.5366160267569,21.7625704351883,14.841025659043,0,1310.60359082119,121.547718139471,0,0,0,0,0,0,452.203351348254,0,0,0,1.48984302900979,0,0,0,9.48449374059972,0,0,0,151.219115605766
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089",0,13367.3158526263,2520.82105779372,142.980037051852,8758.0452297965,11.3561110704708,291.75215682928,5203.31631882583,23.3104452444153,17963.6247429353,11885.9869943772,14.7712771014598,12856.4121211567,28524.6810350793,1523.48367857265,148.400526383835,38.038308915665,8332.63718608883,17.5343896537992,10953.5000444523,13.143172393807,11.891429371195,375.867872217617,40569.5685679123,8096.11154227304,0,5650.55843473771,18.9001233503472,8.99626014858679,27698.5186502305,38.6631866864857,0,4433.78460752462,38.1777813127014,1.52233242640379,4321.89190751259,0,3508.49830286975,0,80.514879991727,4.29354818842544,0.633235505863949,0,10.5865803070123,0,6832.58716927446,14.9811997173831,119.729203422242,0,44.1185483144539,15245.3788811631,0,701.835315562098,4120.341574064,468.736217885219,1696.48247861867
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51269|s__GGB51269_SGB5062",0,0,0,473.196338203561,0,0,0,4.07658089187617,23.0461972821304,69300.3956819792,359.736789255329,399.669448861745,0,0,0,0,0,0,0,0,0,0,0.991677664739257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza",0,1.18420137324051,21401.1603062086,0,12.7716091072459,115.527363151538,286.815422947292,8935.86531499256,48.1308788447441,248.405776274931,3.41370649071372,11.3131709156308,312.836134469797,0,0,1.00290556490765,11395.1876595251,0,0,23.5197492982883,6365.68849896437,42992.5535469566,28.7806895588771,15.1823608571133,30355.8069618593,3546.9928126399,0,2425.98128565247,31.1137032213133,25.8853558510398,43872.0295042235,91.4862432314999,12466.6108205427,32509.3424256524,11.5232107276398,3.36994371158658,2.65092471116248,1493.84380013653,0,9177.92643587373,4619.20976800035,12931.1824639358,81.1557895153055,20983.6446500905,27.6949962150172,47.4903115726543,14677.3306754394,4275.93978677502,1817.93048639978,15.954548629908,8.13643767618536,134.266170200076,59702.1557108091,4931.75390232786,4149.03710497428,14557.3913065179
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens",0,642.395410658029,1919.7398097141,414.475778147955,3809.71099584329,2174.87584419945,125.335739227082,392.950866411953,2766.73278968593,3205.41059342063,401.380015802866,376.542385772807,1260.79727761096,0,448.472297288079,558.883874656037,2007.75678809766,143.627999847415,0,1341.88989652721,953.384120231869,5157.08308393808,652.854462620011,935.527874584498,619.729412880283,1408.06027756231,191.62547815245,1131.27366829898,110.351505490744,625.716423763629,370.034986726268,0,3404.08278796338,221.721894565356,13.9758574146237,2236.20126302648,0,412.649824334497,616.326040455433,56.723006138527,811.21732399708,431.729699214162,0,168.468620063881,220.279136561851,339.335599860337,166.837108696735,256.546454919641,96.6230027644943,346.843660988312,558.68268129407,606.151070227976,770.605809609648,362.768119088735,295.673264533016,1676.27393989019
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans",2769.66677135713,0,8349.53676455956,9736.47522227122,0,71.1462364945041,0,2559.95766482005,0,838.245872527547,336.180218149819,0,5.22187638408311,19.1679376654112,16.674024009584,37.8449364640151,1174.34450257142,19.1462241401482,8.38766258331089,1243.54794477375,0,0,4460.03724124265,12.0354715158207,0,0,569.550095433514,358.827003670223,0,0,317.059086485923,0,8998.93099973572,0,0,0,0,302.995641521043,0,192.346621078324,0,0,0,12506.8493736681,0,0,0,0,0,0,0,0,0,0,0,191.920248827981
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis",0,0,124.624482319344,0,0,46.3473791038648,0,28.085615315854,0,126.11634789932,0,0,0,3.64380597203857,52.6326515454041,0,18.7265520815582,0,0,28.0767007248316,5.23926461177787,0,0,0,0,0,68.9478632163739,5.95914399079625,0,1832.96686938624,84.8284984861214,166.151543942196,90.9427740137137,94.0587860901185,460.63242002268,0,0,0,0,8.74189936986055,0,2957.51787290101,0,0,0,0,127.30650674382,0,282.131922640943,20.890284162634,3264.1838159203,319.903199669171,52.1983260989549,0,1940.57948727185,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum",1123.4212086377,104.345058144964,0,0,1.1571592144149,2078.4893467038,0,0,1.01924214024164,0,0,0,0,76.9754011593148,30.863786866225,0,0,0,101.885430791394,0,60.6026277774719,2095.03002805758,0,912.377074635106,299.373446233792,0,222.552607968267,0,99.2142139967508,1.91480714514541,0,0,0,0,0,0,257.572117325716,0,0,0,0,0,0,0,63.8724912707595,0,0,0,0,0,0,1616.73014557549,0,0,46.2097712336352,0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis",0,0,0,2076.96873731278,0,0,0,1054.75336877046,0,2760.0259594141,0,0,0,0,0,0,0,3479.6435444935,0,0,9270.239576267,0,0,0,0,1287.02229901662,0,0,2398.3675991323,0,0,0,4390.96719252206,35632.5302682718,8090.45682362887,14.00759735539,716.219694125778,5388.13318575889,2.98502397191342,0,68.2512141273289,9831.88829561378,0,11176.9663907889,64415.2020299224,14381.8273672729,84.9009519216016,7480.00523431518,0,5515.38138634117,15.3236242901491,0,5593.0466385639,7029.00876146399,0,105.729613769173
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__GGB6574|s__GGB6574_SGB9290",0,1.50562746026294,0,2.84233618053307,4.80006785238771,174.795829763147,0,3.0180212127702,21.5739586351147,7.13784989815449,1.79668762669143,0,0,0,0,0,0,0,0,0,5571.44479077204,69197.4866035054,8.72676344970546,0,0,0,0,0,0,0,0,0,0,0,0,0,14160.807386687,0,0,0,0,0,0,0,0,0,0,0,8440.09950875458,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_SGB9260",0,0,0,3164.90975551045,233.510443694058,0,0,0,0,0,0,0,3.20173442527724,0,0,0,2220.85203592229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11732.027654222,1956.78918609469,0,0,0,0,0,1349.32852855587,7480.08585578133,0,10074.9015834469,4723.54352111572,2.34455734587981,4.11028418033151,0,0,0,0,0,0,7931.99968008973,8393.75527905507,46.6257248976319
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB1354|s__GGB1354_SGB1818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2677961423001,0,0,0,0,2.02317640896166,5.44301660703372,8.00506087492549,21.5406484674656,120110.280203809,0,0,0,0,0,0,0,0,0,7.82794739604786,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB1385|s__GGB1385_SGB1890",0,0,0,4.33719446807268,0.664295104571514,0,0,15.090106063851,62462.2349552829,1.93495930974068,9.86181875095075,8.34013844817594,0,0,0,0,0,0,0,0,0,10.0727401732475,5.75173045548769,0,0,0,0,0,0,0,0,0,32154.0503751016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_genomosp_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1384406581931,36.2749575830326,63.977620029182,0,53.9640974205889,0,0,0,0,0,0,0,0,0,219560.089017233,0,0,0,0,0,0,0,0,0,0,0,0,0
